name,full_name,tag,id,base,base_name,second,second_name
GBP/DJF,GBP/DJF - British Pound Djiboutian Franc,gbp-djf,1744,GBP,British Pound,DJF,Djiboutian Franc
GBP/DZD,GBP/DZD - British Pound Algerian Dinar,gbp-dzd,1746,GBP,British Pound,DZD,Algerian Dinar
GBP/EGP,GBP/EGP - British Pound Egyptian Pound,gbp-egp,1749,GBP,British Pound,EGP,Egyptian Pound
EGP/GBP,EGP/GBP - Egyptian Pound British Pound,egp-gbp,14475,EGP,Egyptian Pound,GBP,British Pound
GBP/ETB,GBP/ETB - British Pound Ethiopian Birr,gbp-etb,1750,GBP,British Pound,ETB,Ethiopian Birr
GBP/GMD,GBP/GMD - British Pound Gambian Dalasi,gbp-gmd,1754,GBP,British Pound,GMD,Gambian Dalasi
GBP/KES,GBP/KES - British Pound Kenyan Shilling,gbp-kes,1766,GBP,British Pound,KES,Kenyan Shilling
GBP/MAD,GBP/MAD - British Pound Moroccan Dirham,gbp-mad,1774,GBP,British Pound,MAD,Moroccan Dirham
GBP/MUR,GBP/MUR - British Pound Mauritian Rupee,gbp-mur,1776,GBP,British Pound,MUR,Mauritian Rupee
GBP/MWK,GBP/MWK - British Pound Malawian Kwacha,gbp-mwk,1777,GBP,British Pound,MWK,Malawian Kwacha
GBP/NGN,GBP/NGN - British Pound Nigerian Naira,gbp-ngn,1780,GBP,British Pound,NGN,Nigerian Naira
GBP/SCR,GBP/SCR - British Pound Seychelles Rupee,gbp-scr,1792,GBP,British Pound,SCR,Seychelles Rupee
GBP/SZL,GBP/SZL - British Pound Swazi Lilangeni,gbp-szl,1795,GBP,British Pound,SZL,Swazi Lilangeni
GBP/TND,GBP/TND - British Pound Tunisian Dinar,gbp-tnd,1796,GBP,British Pound,TND,Tunisian Dinar
TND/GBP,TND/GBP - Tunisian Dinar British Pound,tnd-gbp,2062,TND,Tunisian Dinar,GBP,British Pound
GBP/TZS,GBP/TZS - British Pound Tanzanian Shilling,gbp-tzs,1799,GBP,British Pound,TZS,Tanzanian Shilling
GBP/UGX,GBP/UGX - British Pound Ugandan Shilling,gbp-ugx,1801,GBP,British Pound,UGX,Ugandan Shilling
GBP/XAF,GBP/XAF - British Pound Central African Franc,gbp-xaf,1804,GBP,British Pound,XAF,Central African Franc
GBP/NAD,GBP/NAD - British Pound Namibian Dollar,gbp-nad,9609,GBP,British Pound,NAD,Namibian Dollar
GBP/XOF,GBP/XOF - British Pound West African CFA franc,gbp-xof,9612,GBP,British Pound,XOF,West African CFA franc
GBP/BBD,GBP/BBD - British Pound Barbadian Dollar,gbp-bbd,1730,GBP,British Pound,BBD,Barbadian Dollar
GBP/BSD,GBP/BSD - British Pound Bahamas Dollar,gbp-bsd,1737,GBP,British Pound,BSD,Bahamas Dollar
BSD/GBP,BSD/GBP - Bahamas Dollar British Pound,bsd-gbp,1517,BSD,Bahamas Dollar,GBP,British Pound
GBP/DOP,GBP/DOP - British Pound Dominican Peso,gbp-dop,1745,GBP,British Pound,DOP,Dominican Peso
GBP/HTG,GBP/HTG - British Pound Haitian Gourde,gbp-htg,1758,GBP,British Pound,HTG,Haitian Gourde
GBP/JMD,GBP/JMD - British Pound Jamaican Dollar,gbp-jmd,1764,GBP,British Pound,JMD,Jamaican Dollar
GBP/TTD,GBP/TTD - British Pound Trinidad Dollar,gbp-ttd,1797,GBP,British Pound,TTD,Trinidad Dollar
GBP/XCD,GBP/XCD - British Pound East Caribbean Dollar,gbp-xcd,9611,GBP,British Pound,XCD,East Caribbean Dollar
BGN/RUB,BGN/RUB - Bulgarian Lev Russian Ruble,bgn-rub,1089324,BGN,Bulgarian Lev,RUB,Russian Ruble
RUB/BGN,RUB/BGN - Russian Ruble Bulgarian Lev,rub-bgn,1089317,RUB,Russian Ruble,BGN,Bulgarian Lev
CHF/BGN,CHF/BGN - Swiss Franc Bulgarian Lev,chf-bgn,1543,CHF,Swiss Franc,BGN,Bulgarian Lev
DKK/BGN,DKK/BGN - Danish Krone Bulgarian Lev,dkk-bgn,1579,DKK,Danish Krone,BGN,Bulgarian Lev
EUR/BGN,EUR/BGN - Euro Bulgarian Lev,eur-bgn,1612,EUR,Euro,BGN,Bulgarian Lev
ILS/BGN,ILS/BGN - Israeli Shekel Bulgarian Lev,ils-bgn,1031405,ILS,Israeli Shekel,BGN,Bulgarian Lev
EUR/HRK,EUR/HRK - Euro Croatian Kuna,eur-hrk,1643,EUR,Euro,HRK,Croatian Kuna
CZK/HUF,CZK/HUF - Czech Koruna Hungarian Forint,czk-huf,115,CZK,Czech Koruna,HUF,Hungarian Forint
CZK/SEK,CZK/SEK - Czech Koruna Swedish Krona,czk-sek,1575,CZK,Czech Koruna,SEK,Swedish Krona
SEK/CZK,SEK/CZK - Swedish Krona Czech Koruna,sek-czk,2016,SEK,Swedish Krona,CZK,Czech Koruna
CZK/PLN,CZK/PLN - Czech Koruna Polish Zloty,czk-pln,1057238,CZK,Czech Koruna,PLN,Polish Zloty
PLN/CZK,PLN/CZK - Polish Zloty Czech Koruna,pln-czk,85,PLN,Polish Zloty,CZK,Czech Koruna
CZK/RUB,CZK/RUB - Czech Koruna Russian Ruble,czk-rub,1079235,CZK,Czech Koruna,RUB,Russian Ruble
RUB/CZK,RUB/CZK - Russian Ruble Czech Koruna,rub-czk,10028,RUB,Russian Ruble,CZK,Czech Koruna
DKK/CZK,DKK/CZK - Danish Krone Czech Koruna,dkk-czk,81,DKK,Danish Krone,CZK,Czech Koruna
CHF/CZK,CHF/CZK - Swiss Franc Czech Koruna,chf-czk,140,CHF,Swiss Franc,CZK,Czech Koruna
EUR/CZK,EUR/CZK - Euro Czech Koruna,eur-czk,156,EUR,Euro,CZK,Czech Koruna
ISK/CZK,ISK/CZK - Icelandic Kr Czech Koruna,isk-czk,9757,ISK,Icelandic Kr,CZK,Czech Koruna
NOK/CZK,NOK/CZK - Norwegian Krone Czech Koruna,nok-czk,9845,NOK,Norwegian Krone,CZK,Czech Koruna
TRY/CZK,TRY/CZK - Turkish Lira Czech Koruna,try-czk,10250,TRY,Turkish Lira,CZK,Czech Koruna
CZK/ILS,CZK/ILS - Czech Koruna Israeli Shekel,czk-ils,1031403,CZK,Czech Koruna,ILS,Israeli Shekel
ILS/CZK,ILS/CZK - Israeli Shekel Czech Koruna,ils-czk,9683,ILS,Israeli Shekel,CZK,Czech Koruna
AED/CZK,AED/CZK - UAE Dirham Czech Koruna,aed-czk,9282,AED,UAE Dirham,CZK,Czech Koruna
SAR/CZK,SAR/CZK - Saudi Riyal Czech Koruna,sar-czk,10079,SAR,Saudi Riyal,CZK,Czech Koruna
ZAR/CZK,ZAR/CZK - South African Rand Czech Koruna,zar-czk,10411,ZAR,South African Rand,CZK,Czech Koruna
DKK/CHF,DKK/CHF - Danish Krone Swiss Franc,dkk-chf,1582,DKK,Danish Krone,CHF,Swiss Franc
CHF/DKK,CHF/DKK - Swiss Franc Danish Krone,chf-dkk,136,CHF,Swiss Franc,DKK,Danish Krone
DKK/NOK,DKK/NOK - Danish Krone Norwegian Krone,dkk-nok,1593,DKK,Danish Krone,NOK,Norwegian Krone
NOK/DKK,NOK/DKK - Norwegian Krone Danish Krone,nok-dkk,99,NOK,Norwegian Krone,DKK,Danish Krone
DKK/PLN,DKK/PLN - Danish Krone Polish Zloty,dkk-pln,87,DKK,Danish Krone,PLN,Polish Zloty
PLN/DKK,PLN/DKK - Polish Zloty Danish Krone,pln-dkk,2001,PLN,Polish Zloty,DKK,Danish Krone
DKK/TRY,DKK/TRY - Danish Krone Turkish Lira,dkk-try,9603,DKK,Danish Krone,TRY,Turkish Lira
TRY/DKK,TRY/DKK - Turkish Lira Danish Krone,try-dkk,10251,TRY,Turkish Lira,DKK,Danish Krone
DKK/HUF,DKK/HUF - Danish Krone Hungarian Forint,dkk-huf,77,DKK,Danish Krone,HUF,Hungarian Forint
DKK/EUR,DKK/EUR - Danish Krone Euro,dkk-eur,9580,DKK,Danish Krone,EUR,Euro
EUR/DKK,EUR/DKK - Euro Danish Krone,eur-dkk,44,EUR,Euro,DKK,Danish Krone
DKK/SEK,DKK/SEK - Danish Krone Swedish Krona,dkk-sek,98,DKK,Danish Krone,SEK,Swedish Krona
SEK/DKK,SEK/DKK - Swedish Krona Danish Krone,sek-dkk,2017,SEK,Swedish Krona,DKK,Danish Krone
DKK/RON,DKK/RON - Danish Krone Romanian Leu,dkk-ron,9600,DKK,Danish Krone,RON,Romanian Leu
DKK/RUB,DKK/RUB - Danish Krone Russian Ruble,dkk-rub,9601,DKK,Danish Krone,RUB,Russian Ruble
RUB/DKK,RUB/DKK - Russian Ruble Danish Krone,rub-dkk,10029,RUB,Russian Ruble,DKK,Danish Krone
DKK/UAH,DKK/UAH - Danish Krone Ukrainian Hryvnia,dkk-uah,1598,DKK,Danish Krone,UAH,Ukrainian Hryvnia
UAH/DKK,UAH/DKK - Ukrainian Hryvnia Danish Krone,uah-dkk,2084,UAH,Ukrainian Hryvnia,DKK,Danish Krone
DKK/ZAR,DKK/ZAR - Danish Krone South African Rand,dkk-zar,124,DKK,Danish Krone,ZAR,South African Rand
ZAR/DKK,ZAR/DKK - South African Rand Danish Krone,zar-dkk,2237,ZAR,South African Rand,DKK,Danish Krone
DKK/EGP,DKK/EGP - Danish Krone Egyptian Pound,dkk-egp,9579,DKK,Danish Krone,EGP,Egyptian Pound
DKK/MAD,DKK/MAD - Danish Krone Moroccan Dirham,dkk-mad,9592,DKK,Danish Krone,MAD,Moroccan Dirham
DKK/KES,DKK/KES - Danish Krone Kenyan Shilling,dkk-kes,9586,DKK,Danish Krone,KES,Kenyan Shilling
DKK/NAD,DKK/NAD - Danish Krone Namibian Dollar,dkk-nad,9593,DKK,Danish Krone,NAD,Namibian Dollar
DKK/XAF,DKK/XAF - Danish Krone Central African Franc,dkk-xaf,9606,DKK,Danish Krone,XAF,Central African Franc
DKK/AED,DKK/AED - Danish Krone UAE Dirham,dkk-aed,1577,DKK,Danish Krone,AED,UAE Dirham
AED/DKK,AED/DKK - UAE Dirham Danish Krone,aed-dkk,9283,AED,UAE Dirham,DKK,Danish Krone
DKK/ILS,DKK/ILS - Danish Krone Israeli Shekel,dkk-ils,9583,DKK,Danish Krone,ILS,Israeli Shekel
ILS/DKK,ILS/DKK - Israeli Shekel Danish Krone,ils-dkk,9684,ILS,Israeli Shekel,DKK,Danish Krone
DKK/JOD,DKK/JOD - Danish Krone Jordan Dinar,dkk-jod,9585,DKK,Danish Krone,JOD,Jordan Dinar
DKK/SAR,DKK/SAR - Danish Krone Saudi Riyal,dkk-sar,9602,DKK,Danish Krone,SAR,Saudi Riyal
SAR/DKK,SAR/DKK - Saudi Riyal Danish Krone,sar-dkk,10080,SAR,Saudi Riyal,DKK,Danish Krone
DKK/BHD,DKK/BHD - Danish Krone Baharain Dinar,dkk-bhd,9574,DKK,Danish Krone,BHD,Baharain Dinar
DKK/OMR,DKK/OMR - Danish Krone Omani Rial,dkk-omr,9596,DKK,Danish Krone,OMR,Omani Rial
DKK/QAR,DKK/QAR - Danish Krone Qatari Riyal,dkk-qar,9599,DKK,Danish Krone,QAR,Qatari Riyal
DKK/LBP,DKK/LBP - Danish Krone Lebanese Pound,dkk-lbp,9588,DKK,Danish Krone,LBP,Lebanese Pound
DKK/BBD,DKK/BBD - Danish Krone Barbadian Dollar,dkk-bbd,9573,DKK,Danish Krone,BBD,Barbadian Dollar
DKK/JMD,DKK/JMD - Danish Krone Jamaican Dollar,dkk-jmd,9584,DKK,Danish Krone,JMD,Jamaican Dollar
DKK/XCD,DKK/XCD - Danish Krone East Caribbean Dollar,dkk-xcd,9607,DKK,Danish Krone,XCD,East Caribbean Dollar
EUR/CHF,EUR/CHF - Euro Swiss Franc,eur-chf,10,EUR,Euro,CHF,Swiss Franc
CHF/EUR,CHF/EUR - Swiss Franc Euro,chf-eur,1547,CHF,Swiss Franc,EUR,Euro
EUR/NOK,EUR/NOK - Euro Norwegian Krone,eur-nok,37,EUR,Euro,NOK,Norwegian Krone
NOK/EUR,NOK/EUR - Norwegian Krone Euro,nok-eur,9848,NOK,Norwegian Krone,EUR,Euro
EUR/PLN,EUR/PLN - Euro Polish Zloty,eur-pln,46,EUR,Euro,PLN,Polish Zloty
PLN/EUR,PLN/EUR - Polish Zloty Euro,pln-eur,9983,PLN,Polish Zloty,EUR,Euro
EUR/SEK,EUR/SEK - Euro Swedish Krona,eur-sek,61,EUR,Euro,SEK,Swedish Krona
SEK/EUR,SEK/EUR - Swedish Krona Euro,sek-eur,10136,SEK,Swedish Krona,EUR,Euro
EUR/TRY,EUR/TRY - Euro Turkish Lira,eur-try,66,EUR,Euro,TRY,Turkish Lira
TRY/EUR,TRY/EUR - Turkish Lira Euro,try-eur,10254,TRY,Turkish Lira,EUR,Euro
EUR/HUF,EUR/HUF - Euro Hungarian Forint,eur-huf,117,EUR,Euro,HUF,Hungarian Forint
HUF/EUR,HUF/EUR - Hungarian Forint Euro,huf-eur,993170,HUF,Hungarian Forint,EUR,Euro
EUR/ISK,EUR/ISK - Euro Icelandic Kr,eur-isk,1649,EUR,Euro,ISK,Icelandic Kr
EUR/MDL,EUR/MDL - Euro Moldovan Leu,eur-mdl,1665,EUR,Euro,MDL,Moldovan Leu
EUR/MKD,EUR/MKD - Euro Macedonian Denar,eur-mkd,1668,EUR,Euro,MKD,Macedonian Denar
EUR/RON,EUR/RON - Euro Romanian Leu,eur-ron,1689,EUR,Euro,RON,Romanian Leu
EUR/RSD,EUR/RSD - Euro Serbian Dinar,eur-rsd,1690,EUR,Euro,RSD,Serbian Dinar
EUR/RUB,EUR/RUB - Euro Russian Ruble,eur-rub,1691,EUR,Euro,RUB,Russian Ruble
RUB/EUR,RUB/EUR - Russian Ruble Euro,rub-eur,10032,RUB,Russian Ruble,EUR,Euro
EUR/SDR,EUR/SDR - Euro Special Drawing Rights,eur-sdr,1697,EUR,Euro,SDR,Special Drawing Rights
EUR/UAH,EUR/UAH - Euro Ukrainian Hryvnia,eur-uah,1709,EUR,Euro,UAH,Ukrainian Hryvnia
EUR/GEL,EUR/GEL - Euro Georgian lari,eur-gel,1013386,EUR,Euro,GEL,Georgian lari
GEL/EUR,GEL/EUR - Georgian lari Euro,gel-eur,993174,GEL,Georgian lari,EUR,Euro
EUR/ILS,EUR/ILS - Euro Israeli Shekel,eur-ils,64,EUR,Euro,ILS,Israeli Shekel
ILS/EUR,ILS/EUR - Israeli Shekel Euro,ils-eur,9687,ILS,Israeli Shekel,EUR,Euro
EUR/AED,EUR/AED - Euro UAE Dirham,eur-aed,1604,EUR,Euro,AED,UAE Dirham
AED/EUR,AED/EUR - UAE Dirham Euro,aed-eur,9284,AED,UAE Dirham,EUR,Euro
EUR/BHD,EUR/BHD - Euro Baharain Dinar,eur-bhd,1613,EUR,Euro,BHD,Baharain Dinar
BHD/EUR,BHD/EUR - Baharain Dinar Euro,bhd-eur,1502,BHD,Baharain Dinar,EUR,Euro
EUR/IQD,EUR/IQD - Euro Iraqi Dinar,eur-iqd,1647,EUR,Euro,IQD,Iraqi Dinar
EUR/IRR,EUR/IRR - Euro Iranian Rial,eur-irr,1648,EUR,Euro,IRR,Iranian Rial
EUR/JOD,EUR/JOD - Euro Jordan Dinar,eur-jod,1651,EUR,Euro,JOD,Jordan Dinar
JOD/EUR,JOD/EUR - Jordan Dinar Euro,jod-eur,950990,JOD,Jordan Dinar,EUR,Euro
EUR/KWD,EUR/KWD - Euro Kuwaiti Dinar,eur-kwd,1654,EUR,Euro,KWD,Kuwaiti Dinar
KWD/EUR,KWD/EUR - Kuwaiti Dinar Euro,kwd-eur,950995,KWD,Kuwaiti Dinar,EUR,Euro
EUR/LBP,EUR/LBP - Euro Lebanese Pound,eur-lbp,1658,EUR,Euro,LBP,Lebanese Pound
EUR/OMR,EUR/OMR - Euro Omani Rial,eur-omr,1680,EUR,Euro,OMR,Omani Rial
EUR/QAR,EUR/QAR - Euro Qatari Riyal,eur-qar,1687,EUR,Euro,QAR,Qatari Riyal
EUR/SAR,EUR/SAR - Euro Saudi Riyal,eur-sar,1693,EUR,Euro,SAR,Saudi Riyal
SAR/EUR,SAR/EUR - Saudi Riyal Euro,sar-eur,10083,SAR,Saudi Riyal,EUR,Euro
EUR/SYP,EUR/SYP - Euro Syrian Pound,eur-syp,1703,EUR,Euro,SYP,Syrian Pound
EUR/ZAR,EUR/ZAR - Euro South African Rand,eur-zar,100,EUR,Euro,ZAR,South African Rand
ZAR/EUR,ZAR/EUR - South African Rand Euro,zar-eur,10414,ZAR,South African Rand,EUR,Euro
EUR/BIF,EUR/BIF - Euro Burundian Franc,eur-bif,1614,EUR,Euro,BIF,Burundian Franc
EUR/BWP,EUR/BWP - Euro Botswana Pula,eur-bwp,1619,EUR,Euro,BWP,Botswana Pula
EUR/CVE,EUR/CVE - Euro Cape Verdean Escudo,eur-cve,1627,EUR,Euro,CVE,Cape Verdean Escudo
EUR/DJF,EUR/DJF - Euro Djiboutian Franc,eur-djf,1629,EUR,Euro,DJF,Djiboutian Franc
EUR/DZD,EUR/DZD - Euro Algerian Dinar,eur-dzd,1631,EUR,Euro,DZD,Algerian Dinar
EUR/EGP,EUR/EGP - Euro Egyptian Pound,eur-egp,1634,EUR,Euro,EGP,Egyptian Pound
EGP/EUR,EGP/EUR - Egyptian Pound Euro,egp-eur,14474,EGP,Egyptian Pound,EUR,Euro
EUR/ETB,EUR/ETB - Euro Ethiopian Birr,eur-etb,1635,EUR,Euro,ETB,Ethiopian Birr
EUR/GHS,EUR/GHS - Euro Ghanaian Cedi,eur-ghs,1638,EUR,Euro,GHS,Ghanaian Cedi
GHS/EUR,GHS/EUR - Ghanaian Cedi Euro,ghs-eur,1808,GHS,Ghanaian Cedi,EUR,Euro
EUR/GMD,EUR/GMD - Euro Gambian Dalasi,eur-gmd,1639,EUR,Euro,GMD,Gambian Dalasi
EUR/GNF,EUR/GNF - Euro Guinean Franc,eur-gnf,1640,EUR,Euro,GNF,Guinean Franc
EUR/KES,EUR/KES - Euro Kenyan Shilling,eur-kes,1652,EUR,Euro,KES,Kenyan Shilling
EUR/LSL,EUR/LSL - Euro Lesotho loti,eur-lsl,1660,EUR,Euro,LSL,Lesotho loti
EUR/LYD,EUR/LYD - Euro Libyan Dinar,eur-lyd,1663,EUR,Euro,LYD,Libyan Dinar
EUR/MAD,EUR/MAD - Euro Moroccan Dirham,eur-mad,1664,EUR,Euro,MAD,Moroccan Dirham
MAD/EUR,MAD/EUR - Moroccan Dirham Euro,mad-eur,11755,MAD,Moroccan Dirham,EUR,Euro
EUR/MGA,EUR/MGA - Euro Malagasy Ariary,eur-mga,1666,EUR,Euro,MGA,Malagasy Ariary
EUR/MUR,EUR/MUR - Euro Mauritian Rupee,eur-mur,1673,EUR,Euro,MUR,Mauritian Rupee
EUR/MWK,EUR/MWK - Euro Malawian Kwacha,eur-mwk,1674,EUR,Euro,MWK,Malawian Kwacha
EUR/NAD,EUR/NAD - Euro Namibian Dollar,eur-nad,1676,EUR,Euro,NAD,Namibian Dollar
EUR/NGN,EUR/NGN - Euro Nigerian Naira,eur-ngn,1677,EUR,Euro,NGN,Nigerian Naira
EUR/RWF,EUR/RWF - Euro Rwandan Franc,eur-rwf,1692,EUR,Euro,RWF,Rwandan Franc
EUR/SCR,EUR/SCR - Euro Seychelles Rupee,eur-scr,1694,EUR,Euro,SCR,Seychelles Rupee
EUR/SDG,EUR/SDG - Euro Sudanese Pound,eur-sdg,1696,EUR,Euro,SDG,Sudanese Pound
EUR/SOS,EUR/SOS - Euro Somali Shilling,eur-sos,1699,EUR,Euro,SOS,Somali Shilling
EUR/STD,EUR/STD - Euro São Tomé/Príncipe Dobra,eur-std,1701,EUR,Euro,STD,São Tomé/Príncipe Dobra
EUR/SZL,EUR/SZL - Euro Swazi Lilangeni,eur-szl,1704,EUR,Euro,SZL,Swazi Lilangeni
EUR/TND,EUR/TND - Euro Tunisian Dinar,eur-tnd,1705,EUR,Euro,TND,Tunisian Dinar
EUR/TZS,EUR/TZS - Euro Tanzanian Shilling,eur-tzs,1708,EUR,Euro,TZS,Tanzanian Shilling
EUR/UGX,EUR/UGX - Euro Ugandan Shilling,eur-ugx,1710,EUR,Euro,UGX,Ugandan Shilling
EUR/XAF,EUR/XAF - Euro Central African Franc,eur-xaf,1716,EUR,Euro,XAF,Central African Franc
EUR/XOF,EUR/XOF - Euro West African CFA franc,eur-xof,1717,EUR,Euro,XOF,West African CFA franc
EUR/MZN,EUR/MZN - Euro Mozambican Metical,eur-mzn,941147,EUR,Euro,MZN,Mozambican Metical
EUR/AOA,EUR/AOA - Euro Angolan kwanza,eur-aoa,1059870,EUR,Euro,AOA,Angolan kwanza
EUR/ANG,EUR/ANG - Euro Antilles Guilder,eur-ang,1607,EUR,Euro,ANG,Antilles Guilder
EUR/BBD,EUR/BBD - Euro Barbadian Dollar,eur-bbd,1610,EUR,Euro,BBD,Barbadian Dollar
EUR/BSD,EUR/BSD - Euro Bahamas Dollar,eur-bsd,1618,EUR,Euro,BSD,Bahamas Dollar
EUR/CUP,EUR/CUP - Euro Cuban Peso,eur-cup,1626,EUR,Euro,CUP,Cuban Peso
EUR/DOP,EUR/DOP - Euro Dominican Peso,eur-dop,1630,EUR,Euro,DOP,Dominican Peso
EUR/HTG,EUR/HTG - Euro Haitian Gourde,eur-htg,1644,EUR,Euro,HTG,Haitian Gourde
EUR/JMD,EUR/JMD - Euro Jamaican Dollar,eur-jmd,1650,EUR,Euro,JMD,Jamaican Dollar
EUR/KYD,EUR/KYD - Euro Cayman Islands Dollar,eur-kyd,1655,EUR,Euro,KYD,Cayman Islands Dollar
EUR/TTD,EUR/TTD - Euro Trinidad Dollar,eur-ttd,1706,EUR,Euro,TTD,Trinidad Dollar
EUR/XCD,EUR/XCD - Euro East Caribbean Dollar,eur-xcd,9608,EUR,Euro,XCD,East Caribbean Dollar
GEL/RUB,GEL/RUB - Georgian lari Russian Ruble,gel-rub,993173,GEL,Georgian lari,RUB,Russian Ruble
XAGg/TRY,XAGg/TRY - Gram Silver Turkish Lira,xagg-try,1031023,XAGg,Gram Silver,TRY,Turkish Lira
HUF/ISK,HUF/ISK - Hungarian Forint Icelandic Kr,huf-isk,9660,HUF,Hungarian Forint,ISK,Icelandic Kr
ISK/HUF,ISK/HUF - Icelandic Kr Hungarian Forint,isk-huf,9758,ISK,Icelandic Kr,HUF,Hungarian Forint
HUF/RUB,HUF/RUB - Hungarian Forint Russian Ruble,huf-rub,9664,HUF,Hungarian Forint,RUB,Russian Ruble
RUB/HUF,RUB/HUF - Russian Ruble Hungarian Forint,rub-huf,10035,RUB,Russian Ruble,HUF,Hungarian Forint
PLN/HUF,PLN/HUF - Polish Zloty Hungarian Forint,pln-huf,88,PLN,Polish Zloty,HUF,Hungarian Forint
CHF/HUF,CHF/HUF - Swiss Franc Hungarian Forint,chf-huf,90,CHF,Swiss Franc,HUF,Hungarian Forint
NOK/HUF,NOK/HUF - Norwegian Krone Hungarian Forint,nok-huf,9850,NOK,Norwegian Krone,HUF,Hungarian Forint
SEK/HUF,SEK/HUF - Swedish Krona Hungarian Forint,sek-huf,10139,SEK,Swedish Krona,HUF,Hungarian Forint
TRY/HUF,TRY/HUF - Turkish Lira Hungarian Forint,try-huf,10257,TRY,Turkish Lira,HUF,Hungarian Forint
HUF/XAF,HUF/XAF - Hungarian Forint Central African Franc,huf-xaf,9666,HUF,Hungarian Forint,XAF,Central African Franc
HUF/KES,HUF/KES - Hungarian Forint Kenyan Shilling,huf-kes,9668,HUF,Hungarian Forint,KES,Kenyan Shilling
HUF/XOF,HUF/XOF - Hungarian Forint West African CFA franc,huf-xof,9672,HUF,Hungarian Forint,XOF,West African CFA franc
ZAR/HUF,ZAR/HUF - South African Rand Hungarian Forint,zar-huf,10416,ZAR,South African Rand,HUF,Hungarian Forint
HUF/JMD,HUF/JMD - Hungarian Forint Jamaican Dollar,huf-jmd,9667,HUF,Hungarian Forint,JMD,Jamaican Dollar
HUF/LBP,HUF/LBP - Hungarian Forint Lebanese Pound,huf-lbp,9670,HUF,Hungarian Forint,LBP,Lebanese Pound
HUF/ILS,HUF/ILS - Hungarian Forint Israeli Shekel,huf-ils,1031404,HUF,Hungarian Forint,ILS,Israeli Shekel
ILS/HUF,ILS/HUF - Israeli Shekel Hungarian Forint,ils-huf,9689,ILS,Israeli Shekel,HUF,Hungarian Forint
AED/HUF,AED/HUF - UAE Dirham Hungarian Forint,aed-huf,9287,AED,UAE Dirham,HUF,Hungarian Forint
SAR/HUF,SAR/HUF - Saudi Riyal Hungarian Forint,sar-huf,10086,SAR,Saudi Riyal,HUF,Hungarian Forint
ISK/CHF,ISK/CHF - Icelandic Kr Swiss Franc,isk-chf,1880,ISK,Icelandic Kr,CHF,Swiss Franc
CHF/ISK,CHF/ISK - Swiss Franc Icelandic Kr,chf-isk,9547,CHF,Swiss Franc,ISK,Icelandic Kr
ISK/RUB,ISK/RUB - Icelandic Kr Russian Ruble,isk-rub,9765,ISK,Icelandic Kr,RUB,Russian Ruble
RUB/ISK,RUB/ISK - Russian Ruble Icelandic Kr,rub-isk,10039,RUB,Russian Ruble,ISK,Icelandic Kr
SEK/ISK,SEK/ISK - Swedish Krona Icelandic Kr,sek-isk,2021,SEK,Swedish Krona,ISK,Icelandic Kr
NOK/ISK,NOK/ISK - Norwegian Krone Icelandic Kr,nok-isk,9853,NOK,Norwegian Krone,ISK,Icelandic Kr
PLN/ISK,PLN/ISK - Polish Zloty Icelandic Kr,pln-isk,9989,PLN,Polish Zloty,ISK,Icelandic Kr
TRY/ISK,TRY/ISK - Turkish Lira Icelandic Kr,try-isk,10261,TRY,Turkish Lira,ISK,Icelandic Kr
ISK/XAF,ISK/XAF - Icelandic Kr Central African Franc,isk-xaf,9767,ISK,Icelandic Kr,XAF,Central African Franc
ISK/KES,ISK/KES - Icelandic Kr Kenyan Shilling,isk-kes,9769,ISK,Icelandic Kr,KES,Kenyan Shilling
ISK/XOF,ISK/XOF - Icelandic Kr West African CFA franc,isk-xof,9773,ISK,Icelandic Kr,XOF,West African CFA franc
ZAR/ISK,ZAR/ISK - South African Rand Icelandic Kr,zar-isk,10418,ZAR,South African Rand,ISK,Icelandic Kr
ISK/JMD,ISK/JMD - Icelandic Kr Jamaican Dollar,isk-jmd,9768,ISK,Icelandic Kr,JMD,Jamaican Dollar
ISK/LBP,ISK/LBP - Icelandic Kr Lebanese Pound,isk-lbp,9771,ISK,Icelandic Kr,LBP,Lebanese Pound
ISK/ILS,ISK/ILS - Icelandic Kr Israeli Shekel,isk-ils,1031409,ISK,Icelandic Kr,ILS,Israeli Shekel
ILS/ISK,ILS/ISK - Israeli Shekel Icelandic Kr,ils-isk,9693,ILS,Israeli Shekel,ISK,Icelandic Kr
AED/ISK,AED/ISK - UAE Dirham Icelandic Kr,aed-isk,9290,AED,UAE Dirham,ISK,Icelandic Kr
SAR/ISK,SAR/ISK - Saudi Riyal Icelandic Kr,sar-isk,10090,SAR,Saudi Riyal,ISK,Icelandic Kr
MDL/RUB,MDL/RUB - Moldovan Leu Russian Ruble,mdl-rub,1089319,MDL,Moldovan Leu,RUB,Russian Ruble
NOK/SEK,NOK/SEK - Norwegian Krone Swedish Krona,nok-sek,111,NOK,Norwegian Krone,SEK,Swedish Krona
SEK/NOK,SEK/NOK - Swedish Krona Norwegian Krone,sek-nok,2022,SEK,Swedish Krona,NOK,Norwegian Krone
NOK/CHF,NOK/CHF - Norwegian Krone Swiss Franc,nok-chf,1973,NOK,Norwegian Krone,CHF,Swiss Franc
CHF/NOK,CHF/NOK - Swiss Franc Norwegian Krone,chf-nok,113,CHF,Swiss Franc,NOK,Norwegian Krone
